SectionItemGuid	SectionID	Ordinal	Level	Type	Number	MainText	GroupMember	GroupText	Condition	BranchIf	VariableName	ScreenTemplate	Arguments	VariableScope	Required	AbsMin	AbsMax	PromptUnder	PromptOver	LegalValueTable	ExternalValidation	ConfirmChange	HideNext	HideBack	ConfirmNext	ConfirmBack	MainTextColor	HelpText	OtherText1	OtherText1Color	OtherText2	OtherText2Color	OtherText3	OtherText3Color	Action1Event	Action1Type	Action1Argument	Action1Target	Action2Event	Action2Type	Action2Argument	Action2Target	Action3Event	Action3Type	Action3Argument	Action3Target	Action4Event	Action4Type	Action4Argument	Action4Target	Action5Event	Action5Type	Action5Argument	Action5Target	Action6Event	Action6Type	Action6Argument	Action6Target	Comment	OnBranch	OnChange	OnLoad	OnUnload	CustomValidation	CustomValidationFailMessage	Visible
51317b6a-7f05-459d-a687-983d811e227b	2	0	1	Variable	NULL	Semana epidemiologica de admisión o presentación del paciente	0	NULL	NULL	NULL	epiWeekAdmision	Integer	NULL	2	1	0	53	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
a4abe068-f15c-4fb9-b65f-bde3c846686b	2	0	1	Variable	NULL	Año epidemiologica de admisión o presentación del paciente	0	NULL	NULL	NULL	epiYearAdmision	Integer	NULL	2	1	0	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
d3a49c88-5cdf-49ab-b0a0-b40726507d4f	2	0	1	Variable	NULL	El año y semana epidemiologica de admisión o presentación del paciente	0	NULL	NULL	NULL	epiYearWeekAdmision	Integer	NULL	2	0	200722	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
855d636b-5c6b-4431-ac6a-63ed57906f8c	2	0	1	Variable	NULL	La fecha de admisión o presentación del paciente	0	NULL	NULL	NULL	fechaAdmision	Date	NULL	2	0	6/1/2007	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.Study.epiWeekAdmision	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
0274c1ea-9c99-47d6-aa64-7adaba455306	2	0	1	Variable	NULL	¿El paciente tiene fiebre documentada o una historia de fiebre o calentura que empezó menos de hace 7 días?	0	NULL	NULL	NULL	fiebreOHistoriaFiebre	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
0132e096-934a-41f7-85ab-7776868951a7	2	0	1	Variable	NULL	¿El paciente tiene hipoxemia?	0	NULL	NULL	NULL	hipoxemia	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	hypoxemia = oximetroPulso is not null and oximetroPulso < 90 = 1 else 2	NULL	NULL	NULL	NULL	NULL	NULL	1
111e1901-cf2e-4a21-b3e6-9207186aa207	2	0	1	Variable	NULL	¿El paciente encontramos en un Hospital?	0	NULL	NULL	NULL	hospital	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
baa05b0e-2e9b-4f4d-bcc6-6d0c685b0751	2	0	1	Variable	NULL	El mes de calendario de admisión o presentación del paciente	0	NULL	NULL	NULL	mesAdmision	Integer	NULL	2	0	1	12	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
0c734e40-ed06-45b4-a4e9-ede627e64340	2	0	1	Variable	NULL	¿La condición del paciente sopechoso (no inscrito en ViCo) es moribundo (al punto de morirse)?	0	NULL	NULL	NULL	moribundoSospechoso	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
582d2a19-dc68-4348-9ab8-17c2ef3e0b17	2	0	1	Variable	NULL	La fecha cuando indicamos que este paciente sopechoso (no inscrito en ViCo) es moribundo 	0	NULL	NULL	NULL	moribundoSospechosoFecha	Date	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
ccbeb81c-af75-453a-944f-1ad255061cbe	2	0	1	Variable	NULL	¿La condición del paciente inscrito en ViCo es moribundo (al punto de morirse)?	0	NULL	NULL	NULL	moribundoViCo	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
696db146-310d-4d2b-9975-3217973c9d03	2	0	1	Variable	NULL	La fecha cuando indicamos que este paciente de ViCo es moribundo:	0	NULL	NULL	NULL	moribundoViCoFecha	Date	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
c8486adf-7ae9-434c-add8-ed55fe713a9c	2	0	1	Variable	NULL	¿En cuál paso del proceso de ViCo este paciente se murió?	0	NULL	NULL	NULL	muerteCualPaso	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	muerteCualPaso	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
35c6babb-4ac2-4a6e-88a8-207473887185	2	0	1	Variable	NULL	¿Este paciente se murió en el hospital?	0	NULL	NULL	NULL	muerteHospital	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
a4eca30d-0f93-47a6-afbd-9bdbc39855bb	2	0	1	Variable	NULL	¿El paciente sopechoso (no inscrito en ViCo) se murió?	0	NULL	NULL	NULL	muerteSospechoso	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
987d332d-7fbe-482e-98b1-a3ea36d13510	2	0	1	Variable	NULL	La fecha cuando este paciente sopechoso (no inscrito en ViCo) se murió	0	NULL	NULL	NULL	muerteSospechosoFecha	Date	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
2493e08f-7859-4f3d-8464-e15a3bff925a	2	0	1	Variable	NULL	¿El paciente de ViCo se murió?	0	NULL	NULL	NULL	muerteViCo	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
00329ce7-b8f7-4754-90c3-4ff484d626b3	2	0	1	Variable	NULL	La fecha cuando este paciente de ViCo se murió	0	NULL	NULL	NULL	muerteViCoFecha	Date	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
603158c2-6afd-445a-ade8-7b65c51abc2d	2	0	1	Variable	NULL	Nombre Completo	0	NULL	NULL	NULL	nombreCompleto	TextArea	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
a9964afb-a476-4869-a1d4-7353c64b6ef4	2	0	1	Variable	NULL	Fecha y hora en la que el paciente fue inscrito.	0	NULL	NULL	NULL	pacienteInscritoViCoFecha	DateTime	NULL	2	1	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
4f97c38b-0c43-4bc9-8626-b70d0fab7f69	2	0	1	Variable	NULL	¿El paciente tiene signos de peligro?	0	NULL	NULL	NULL	signosPeligro	RadioButtons	NULL	2	0	1	98	NULL	NULL	LV_SINONA	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
7d59b586-02cb-4322-b552-a8141b844527	2	0	1	Variable	NULL	¿El paciente tiene signos o síntomas de encefalopatia?	1	NULL	NULL	NULL	sintomasNeuroEncefalopatia	Integer	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
df1f1dac-2e86-46ca-aefa-5e517c5c9988	2	0	1	Variable	NULL	¿El paciente tiene signos o síntomas de Irritación Meningeal?	1	NULL	NULL	NULL	sintomasNeuroIrritacionMeningeal	Integer	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
2e3b3d37-b9d0-40f4-881b-1dac3f51fc1d	2	0	1	Variable	NULL	¿El paciente tiene algún signo o síntoma de una enfermedad respiratoria?	0	NULL	NULL	NULL	sintomasRespira	Integer	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
6e75684e-767e-43e9-af10-148dfeed1333	2	0	1	Variable	NULL	¿El paciente tiene conteo globulos blancos anormal?	1	NULL	NULL	NULL	sintomasRespiraCGB	Integer	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
7192a848-cd0e-4bcb-9e32-9f7001846c34	2	0	1	Variable	NULL	¿El paciente tiene fiebre documentada?	1	NULL	NULL	NULL	sintomasRespiraFiebre	Integer	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
bf295124-94c4-49df-bcb8-348f9e8f1946	2	0	1	Variable	NULL	¿El paciente tiene hipotermia documentada?	1	NULL	NULL	NULL	sintomasRespiraHipotermia	Integer	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
1dbbb053-a4e8-4b3f-8c77-d7dcdaa9f095	2	0	1	Variable	NULL	¿El paciente tiene taquipnea?	1	NULL	NULL	NULL	sintomasRespiraTaquipnea	Integer	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
e02cacb0-a5d9-40d0-ad9a-d4bb4b51f322	2	0	1	Variable	NULL	¿En cuál departamento colectamos la información?	0	NULL	NULL	NULL	siteDepartamento	TextBox	NULL	2	1	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
f41f7821-0823-418a-a6d6-42e6a3a4d833	2	0	1	Variable	NULL	¿En cuál departamento (número) colectamos la información?	0	NULL	NULL	NULL	siteDepartamentoNumeric	Integer	NULL	2	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
4f7ff5e0-4144-4a26-88e6-616b49a515b9	2	0	1	Variable	NULL	¿En que tipo de sitio colectamos la información?	0	NULL	NULL	NULL	siteType	TextBox	NULL	2	1	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
4e9307be-d9a2-433b-9be7-7d6e4dedb702	2	0	1	Variable	NULL	¿En que tipo de sitio (número) colectamos la información?	0	NULL	NULL	NULL	siteTypeNumeric	TextBox	NULL	2	1	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
536a2f5b-6940-440f-9680-3f5cfe064cfd	2	0	1	Variable	NULL	sospechosoETI_MSP	0	NULL	NULL	NULL	sospechosoETI_MSP	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
b6bacbe6-ea73-418a-8033-146e27626678	2	0	1	Variable	NULL	¿El paciente es un caso sopechoso del estudio de febril?	0	NULL	NULL	NULL	sospechosoFebril	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
5a9d4fa4-daa5-4b70-bd78-1611c888b5a3	2	0	1	Variable	NULL	sospechosoIRAG	0	NULL	NULL	NULL	sospechosoIRAG	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
03573ff2-1d90-4d49-9496-4f826c310ea0	2	0	1	Variable	NULL	¿El paciente es un caso sopechoso del estudio de neurologico?	0	NULL	NULL	NULL	sospechosoNeuro	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
94c89955-b44d-407a-8e5b-b8687479a27e	2	0	1	Variable	NULL	La temperatura documentada más alta en las primeras 24 horas de admision.	0	NULL	NULL	NULL	temperaturaPrimeras24HorasCombin	Decimal	NULL	2	0	34	50	35	40	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	max(temperaturaPrimeras24Horas, temperaturaPrimeras24HorasAlta)	NULL	NULL	NULL	NULL	NULL	NULL	1
2969b383-3212-468d-8291-b5765df73982	2	0	1	Variable	NULL	¿El paciente recibió ventilación mecánica?	0	NULL	NULL	NULL	ventilacionMecanica	RadioButtons	NULL	2	0	NULL	NULL	NULL	NULL	LV_SINO	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
02c75e0d-6955-4a19-b2bf-4160a162ae70	202	1	1	Question	1	¿Recibió consentimiento verbal del paciente o tutor?	0	NULL	NULL	NULL	consentimientoVerbal	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINO	NULL	1	0	0	0	0	NULL	Debe indicar si el paciente o persona responsable de éste dio el CONSENTIMIENTO VERBAL para ser incluido en el estudio.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
79cdc65c-fa24-41e8-8eab-f09ddcde922d	202	2	1	Checkpoint	2	Si no recibió consentimiento verbal	NULL	NULL	@consentimientoVerbal = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
3c8776a4-fcb9-49d4-b320-0340be2041f1	202	3	2	Question	2.1	Especifique razón(es) por la que NO se dio consentimiento	0	NULL	NULL	NULL		CheckBox	NULL	4	1	NULL	NULL	NULL	NULL	LV_CONSENTIMIENTOVERBALNORAZON	NULL	0	0	0	0	0	NULL	Especifique la razón por la que NO se  dio consentimiento.	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.Study.MuerteSospechosoFecha	Onchange	CallExternal	NULL	Action.Study.MuerteSospechoso	Onchange	CallExternal	NULL	Action.Study.MuerteHospital	Onchange	CallExternal	NULL	Action.Study.MuerteCualPaso	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
fcec9bad-4140-4eb1-8377-a29aab7f5212	202	4	2	Checkpoint	2.2	Si la razón por la que no se dio consentimiento es Otra	NULL	NULL	@ConsentimientoVerbalNoRazonOtraRazon = True	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
22dccfad-08b6-496a-9e44-a04e19188b34	202	5	3	Question	2.2.1	Especifique la otra razón	0	NULL	NULL	NULL	consentimientoVerbalNoRazon_esp	TextArea	NULL	4	0	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
e333772c-a07b-4b1a-9993-fd5defdfef83	202	6	2	Info	2.3	El paciente no va a participar en el estudio de ViCo.  Agradezca a la persona por el tiempo y la información que compartió con nosotros.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
65c8a48b-03b8-4aa4-92bd-9520bcf38d29	203	1	1	Question	1	Anote el departamento del paciente	1	Dirección del paciente	NULL	NULL	departamento	DropDown	NULL	2	1	NULL	NULL	NULL	NULL	LV_DEPARTAMENTO	NULL	1	0	0	0	0	NULL	Seleccione del listado el DEPARTAMENTO en donde reside el paciente.	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	Delete	Subject	municipio	Onchange	CallExternal	NULL	Action.Study.Catchment	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
