SectionItemGuid	questionnaire_set_name	questionnaire_name	section_name	Number	MainText	HelpText	ChangeType	Comments	VariableName	SectionID	Ordinal	Level	Visible	Type
a16a2e03-e97d-42d0-9870-d64faadbca5f	Centro de Salud	C1 Sospechosos	Común	3.16	Si paciente tiene < 5 años	NULL			NULL	203	48	2	1	Checkpoint
c92c1987-cdb8-44fb-98a0-a91471dc1b96	Centro de Salud	C1 Sospechosos	Común	3.16.1	PREGUNTE: "¿Su hijo/hija lo vomita todo?"	NULL			ninioVomitaTodo	203	49	3	1	Question
9f343766-c2d8-4011-93ca-41f7a6ddcb9e	Centro de Salud	C1 Sospechosos	Común	3.16.2	PREGUNTE: "¿Su hijo/hija es capaz de beber o mamar?"	Debe pregunterle si el niño/niña ha tenido problemas para comer, beber, o mamar durante su enfermedad.			ninioBeberMamar	203	50	3	1	Question
b242a88c-c18e-43d4-bccb-c56a7a213252	Centro de Salud	C1 Sospechosos	Común	3.16.3	PREGUNTE: "¿Su hijo/hija tuvo convulsiones o ataques?"	NULL			ninioTuvoConvulsiones	203	51	3	1	Question
12ead6ce-62a4-45ea-a153-84771155ca32	Centro de Salud	C1 Sospechosos	Común	3.16.4	PREGUNTE: "¿Su hijo/hija tiene mucha tendencia al sueño?"	NULL			ninioTieneLetargia	203	52	3	1	Question
2f6e91b7-d512-4f87-abc3-d6f2d45c42e9	Centro de Salud	C1 Sospechosos	Común	3.16.5	OBSERVE: ¿El niño tiene convulsiones o ataques ahora?	NULL			ninioTuvoConvulsionesObs	203	53	3	1	Question
447c7274-6566-4a24-8a1c-6b59b6926652	Centro de Salud	C1 Sospechosos	Común	3.16.6	OBSERVE: ¿El niño tiene mucha tendencia al sueño?	NULL			ninioTieneLetargiaObs	203	54	3	1	Question
69d342b7-a72e-465e-9251-6d1d1cdc0bb7	Centro de Salud	C1 Sospechosos	Común	3.16.7	Si paciente tiene menos de 2 meses	NULL			NULL	203	55	3	1	Checkpoint
f6d7bd7f-8be6-44b2-9e07-50a5ab4d2c55	Centro de Salud	C1 Sospechosos	Común	3.16.7.1	OBSERVE:  El movimiento del niño	NULL			ninioMovimientoObs	203	56	4	1	Question
1f9e1cbb-ca9d-4a45-a663-492f9133b47c	Centro de Salud	C1 Sospechosos	Común	3.17	Si ha tenido una indicación sospechosa para caso de enfermedad tipo influenza	NULL			NULL	203	57	2	1	Checkpoint
feb70c6b-54d1-43b3-bed9-3af87d5449f6	Centro de Salud	C1 Sospechosos	Común	3.17.1	Si paciente tiene < 5 años	NULL			NULL	203	58	3	1	Checkpoint
c2c1fdc4-79cd-4fd0-88af-c9b63e66e118	Centro de Salud	C1 Sospechosos	Común	3.17.1.1	OBSERVE: ¿El niño tiene actualmente cianosis/labios azules?	NULL			ninioCianosisObs	203	59	4	1	Question
042b6d35-0197-48e4-bb23-95cf90b3b4d1	Centro de Salud	C1 Sospechosos	Común	3.17.1.2	OBSERVE: ¿El niño baja su cabeza al inspirar?	NULL			ninioCabeceoObs	203	60	4	1	Question
ca0ae357-b243-440a-ae1a-512a0d276965	Centro de Salud	C1 Sospechosos	Común	3.17.1.3	OBSERVE: ¿El niño está desmayado?	NULL			ninioDesmayoObs	203	61	4	1	Question
5e148e9f-15be-4c4e-8458-d87029e106d6	Centro de Salud	C1 Sospechosos	Común	3.17.1.4	OBSERVE: ¿Tiene estridor?	NULL			sintomasRespiraNinioEstridor	203	62	4	1	Question
51e5515c-fe06-48e9-904d-50ea2890028e	Centro de Salud	C1 Sospechosos	Común	3.17.1.5	OBSERVE: ¿Se le hunden las costillas cuando respira?	NULL			sintomasRespiraNinioCostillasHundidas	203	63	4	1	Question
570cb26f-271e-4d60-bd6a-9b8509ad3535	Centro de Salud	C1 Sospechosos	Común	3.17.2	¿Se pudo medir la tasa de respiracion por minuto?	NULL			medidaRespiraPorMinuto	203	64	3	1	Question
22813ce5-086e-41c8-aef9-153f1dff7fdb	Centro de Salud	C1 Sospechosos	Común	3.17.3	Si se pudo medir la tasa de respiración	NULL			NULL	203	65	3	1	Checkpoint
7a14f895-a6e9-4e31-9571-799fa3581678	Centro de Salud	C1 Sospechosos	Común	3.17.3.1	Anote la tasa de respiración calculada: (Use el cronómetro de la PDA para esta medición)	NULL			respiraPorMinuto	203	66	4	1	Question
b792944d-432d-4d8d-9b82-2969f599c8ae	Centro de Salud	C1 Sospechosos	Común	3.18	¿Se puede medir la oxímetria de pulso?	NULL			medirOximetroPulso	203	67	2	1	Question
2fadd714-82af-4a3e-8c3c-4e7e62f2694c	Centro de Salud	C1 Sospechosos	Común	3.19	Si se pudo medir la oxímetria de pulso	NULL			NULL	203	68	2	1	Checkpoint
f74a0c73-27ab-4a64-8894-0f917d2e1705	Centro de Salud	C1 Sospechosos	Común	3.19.1	Anote la saturación de oxígeno	NULL			oximetroPulso	203	69	3	1	Question
524cf674-c6cc-41b0-8bc7-437177e95cd7	Centro de Salud	C1 Sospechosos	Común	3.19.2	Anote la la fecha y hora cuando la saturación de oxígeno fue medida	NULL			oximetroPulsoFechaHoraTomo	203	70	3	1	Question
e24e849c-046a-4411-8523-aeddc93cf11b	Centro de Salud	C1 Sospechosos	Común	3.2	Si no se pudo medir la oxímetria de pulso	NULL			NULL	203	71	2	1	Checkpoint
7bb35b77-49fc-492b-8ab8-1b9b9c5c657f	Centro de Salud	C1 Sospechosos	Común	3.20.1	¿Por qué no se pudo medir la oxímetria de pulso?	NULL			oximetroPulsoNoRazon	203	72	3	1	Question
dd94ebb4-fe9d-4662-8c1e-e6fc35206511	Centro de Salud	C1 Sospechosos	Común	3.20.2	Si la razón por la cual no se pudo medir la oxímetria de pulso es 'otro'	NULL			NULL	203	73	3	1	Checkpoint
0d260731-55ba-4975-ac64-e7394a3123d8	Centro de Salud	C1 Sospechosos	Común	3.20.2.1	Especifique la otra razón	NULL			oximetroPulsoNoRazon_esp	203	74	4	1	Question
3361d4a9-1b47-449d-af4c-393f87b85cf9	Centro de Salud	C1 Sospechosos	Común	3.21	Si sospechosoETI_MSP es sí	NULL			NULL	203	75	2	1	Checkpoint
8df7a7e6-50da-4059-8bc5-f8f90957ad0f	Centro de Salud	C1 Sospechosos	Común	3.21.1	¿Hace cuántos días empezó con su enfermedad?	NULL			enfermedadEmpezoHaceDias	203	76	3	1	Question
9a427e2f-8d22-4c7b-bb03-abe70c2ac404	Centro de Salud	C1 Sospechosos	Común	4	Si el paciente no viene del área de captación de ViCo	NULL			NULL	203	77	1	1	Checkpoint
e47849ee-cfc6-4ec5-bdba-87ff26c32846	Centro de Salud	C1 Sospechosos	Común	4.1	El paciente no es del área de captación de ViCo y no vamos a incluirlo en ViCo.	NULL			NULL	203	78	2	1	Info
ab08d47f-8933-4d45-9e2a-1bb79165689d	Centro de Salud	C1 Sospechosos	Febril	1	Debe consultar con el médico para asegurar que no haya otra causa obvia de la fiebre.	NULL			NULL	204	1	1	1	Info
d1349f81-3ff5-496e-a7b2-a4fe2c4e9c69	Centro de Salud	C1 Sospechosos	Febril	2	¿Tiene el paciente uno de los siguientes diagnósticos?	NULL			fiebreDiagnostico	204	2	1	1	Question
f3ea4bf9-4274-4829-986a-5c4d673d02dd	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	1	¡Despues de este punto no se pueden modificar los datos de los criterios de inclusión!	NULL			NULL	205	1	1	1	Info
05e9b1db-85c5-4236-9cc2-e00106b47ca0	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	2	Diarrea solamente	NULL			NULL	205	2	1	1	Checkpoint
dd64a9b0-5fd7-4ee2-8a0a-cc9230fc4b64	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	2.1	El paciente es elegible para el estudio de Diarrea.	NULL			NULL	205	3	2	1	Info
29817734-2648-4b34-9360-7453c53eac1e	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	3	Respiratoria solamente	NULL			NULL	205	4	1	1	Checkpoint
e033211e-9861-4859-84cd-baa1b813838f	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	3.1	El paciente es elegible para el estudio de Respiratoria.	NULL			NULL	205	5	2	1	Info
81dd9e4f-ced9-4c1a-902a-6febdd4f41cc	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	4	Febril solamente	NULL			NULL	205	6	1	1	Checkpoint
e897130f-f28f-41ac-b5f8-71340014be37	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	4.1	El paciente es elegible para el estudio de Febril.	NULL			NULL	205	7	2	1	Info
0d48098f-871e-49c1-a32f-6a86b6f8f8aa	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	5	Diarrea Y Respiratoria	NULL			NULL	205	8	1	1	Checkpoint
a03aad57-9ab3-4399-ad4d-7b16be5b2be2	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	5.1	El paciente es elegible para los estudios de Diarrea y Respiratoria.	NULL			NULL	205	9	2	1	Info
500e01d9-df4c-4746-9d0c-9a9de0dfefc6	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	6	Si el paciente NO es elegible para Diarrea o Respiratoria o Febriles	NULL			NULL	205	10	1	1	Checkpoint
a1725020-2835-4da5-b7ae-fe1a6dcd35b1	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	6.1	El paciente NO cumple con los criterios de inclusión.  Agradezca a la persona por el tiempo y la información que compartió con nosotros.  Hágale saber que afortunada- mente no tiene el tipo de enfer- medad que estamos estudiando.	NULL			NULL	205	11	2	1	Info
6dea21e2-f177-48bf-90be-650d6d21c68c	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7	Si el paciente es elegible para al menos uno de los estudios	NULL			NULL	205	12	1	1	Checkpoint
76f3beef-0158-4454-96ab-edf996734d35	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.1	El paciente CUMPLE con los criterios de inclusión.  En este momento debe proporcionarle al paciente el Consentimiento (y, si aplica, Asentimiento) escrito para que lo lean y lo firmen si están de acuerdo.	NULL			NULL	205	13	2	1	Info
d68cc5c5-b61f-4405-b9fd-87b99d1d30bc	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.2	Anote si el paciente o su padre/tutor dio su consentimiento escrito	Debe indicar si el paciente o persona responsable de éste dio el CONSENTIMIENTO para ser incluido en el estudio.			consentimientoEscrito	205	14	2	1	Question
03c6ff28-05e1-4bb9-96a1-a681e2786e48	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.3	Si el paciente tiene entre 7 y 17 años	NULL			NULL	205	15	2	1	Checkpoint
b58a0737-09b7-4289-afa6-3df1902d41f7	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.3.1	Anote si el paciente dio su asentimiento escrito	Debe indicar si el paciente dio su ASENTIMIENTO para ser incluido en el estudio.			asentimientoEscrito	205	16	3	1	Question
2288838b-33a5-4bf1-94e9-a9e0c39c96b2	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.3.2	Si asentimiento escrito NO APLICA	NULL			NULL	205	17	3	1	Checkpoint
555bcc82-eccc-4128-9cab-c1b8f50ac545	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.3.2.1	Especifique la razón por la que el asentimiento NO aplicó	Debe especifique la razón por la que asentimiento NO aplicó			asentimientoEscritoNARazon	205	18	4	1	Question
fa56ed94-f1a8-4eaf-8679-c3868d5c8a3a	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.4	Si no dió consentimiento o asentimiento escrito	NULL			NULL	205	19	2	1	Checkpoint
1250ca84-b159-44f6-a4cc-d71e523b827a	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.4.1	Especifique razón(es) por la que NO dio consentimiento o asentimiento	Debe especifique la razón por la que asentimiento NO no se dio consentimienot o asentimiento:				205	20	3	1	Question
fe903e9a-b1ab-4b1a-97d7-31e8dce19bb3	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.4.2	Si una razón por la que no se dio consentimiento es "Otra"	NULL			NULL	205	21	3	1	Checkpoint
e0b23d7f-ddd1-44f2-a2d9-ef9301654508	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.4.2.1	Especifique la otra razón	NULL			ConsentimientoEscritoNoRazonOtraRazon_esp	205	22	4	1	Question
f2928d2e-b65e-4457-890d-e2ca8df22329	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5	Si dió consentimiento (y asentimiento cuando aplica) escrito	NULL			NULL	205	23	2	1	Checkpoint
2cf925c0-4aa3-4a2f-b5f6-a0214b0b571c	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.1	Anote si el paciente quedó inscrito en el estudio	Debe indicar si se INSCRIBE AL PACIENTE DENTRO DEL ESTUDIO.			pacienteInscritoViCo	205	24	3	1	Question
62cd59b8-cb71-4e10-afed-065fdc791b8d	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.2	Si NO inscribió al paciente	NULL			NULL	205	25	3	1	Checkpoint
bfec9404-a4f8-4688-b5cd-c825f1569221	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.2.1	Especifique la razón por la que NO se inscribe al paciente	Indique la razón por la que el paciente NO SE INSCRIBE en el estudio.			pacienteInscritoViCoNoRazon	205	26	4	1	Question
3d5e4651-b03f-4adb-94b5-573234d4159e	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.2.2	Si la razón por la que NO se inscribe al paciente es 'Otra'	NULL			NULL	205	27	4	1	Checkpoint
8a4c613e-45e5-4824-a48e-794bbb45b8cb	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.2.2.1	Especifique la razón por la que NO se  inscribe	Especifique la razón por la que el paciente NO SE INSCRIBE en el estudio.			pacienteInscritoViCoNoRazon_Otra	205	28	5	1	Question
078bd64d-f29f-4e9d-99b1-630edc49db62	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.3	Si se inscribe al paciente	NULL			NULL	205	29	3	1	Checkpoint
592a13d7-0aff-41db-a7c9-b00b85d4417b	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.3.1	Ingrese el código de la etiqueta que identificará al paciente y sus muestras	Ingrese el código de la etiqueta que identificará paciente y sus muestras.			SASubjectID	205	30	4	1	Question
2acb4ed7-235d-42dc-84c3-37f5f80f8c2e	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.3.2	¿Hay un número teléfonico a donde podamos contactarle?	NULL			telefonoTiene	205	31	4	1	Question
d699424c-e5f9-474f-9439-0365f3f1cb21	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.3.3	Si tiene un número telefónico	NULL			NULL	205	32	4	1	Checkpoint
8e8ecefc-cc88-4352-8c7d-709f1eeb4b43	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.3.3.1	Número de teléfono:	NULL			telefonoNumero	205	33	5	1	Question
4e3631d0-2a4f-46d7-9adf-20f565258bad	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.3.4	Si la enfermedad empezó hace 3 dias o menos, y elegibleETI_MSP es "Sí" y la PDA está en Santa Rosa	NULL			NULL	205	34	4	1	Checkpoint
347d6abe-2775-4bcf-a1e1-8ac8dccf8a79	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.3.4.1	¡¡EL PACIENTE ES ELEGIBLE PARA VIGILANCIA DE INFLUENZA!!  Marque todas las etiquetas con marcador ROSADO.	NULL			NULL	205	35	5	1	Info
ae0d3f60-0a58-4360-8dbc-1876fe988568	Centro de Salud	C1 Sospechosos	Consentimiento y Enrolamiento	7.5.3.5	Favor de tomar las muestras necesarias antes de proseguir, y anote la información en el formulario de Toma de Muestras	NULL			NULL	205	36	4	1	Info
53c9b4ca-faa5-414d-9b92-c1faf355f1ab	Centro de Salud	C5 Muestras	Muestras de ViCo	1	Si es un paciente de Diarrea	NULL			NULL	206	1	1	1	Checkpoint
01a46d23-805e-4799-962a-59161c224c43	Centro de Salud	C5 Muestras	Muestras de ViCo	1.1	¿Colectó alguna muestra de heces?	NULL			muestraHecesColecta	206	2	2	1	Question
dbff1832-a995-4fc4-b243-ac86d35e88d3	Centro de Salud	C5 Muestras	Muestras de ViCo	1.2	Si NO colectó una muestra de heces	NULL			NULL	206	3	2	1	Checkpoint
5aef763f-f03f-4e4c-b5a1-9252acb24214	Centro de Salud	C5 Muestras	Muestras de ViCo	1.2.1	¿Por qué no pudo colectar una muestra de heces?	NULL			MuestraHecesNoRazon	206	4	3	1	Question
1c648136-5917-4977-9a7b-8c00b79259d2	Centro de Salud	C5 Muestras	Muestras de ViCo	1.2.2	Si la razón es "Otra"	NULL			NULL	206	5	3	1	Checkpoint
024a050f-cf60-4222-b898-25b7c9e0611c	Centro de Salud	C5 Muestras	Muestras de ViCo	1.2.2.1	Especifique la otra razón	NULL			MuestraHecesNoRazonOtra_esp	206	6	4	1	Question
14a85e4c-d1e5-4911-9da5-78570ebac4fb	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3	Si colectó muestra de heces	NULL			NULL	206	7	2	1	Checkpoint
6c3741f7-2028-408d-971d-2fdd73a82485	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.1	¿Colectó un hisopo tipo Cary Blair?	NULL			muestraHecesHisopoCaryBlairColecta	206	8	3	1	Question
0ea4573a-7b84-4f4e-8f21-e032d4e2fba4	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.2	Si NO colectó hisopo tipo Cary Blair	NULL			NULL	206	9	3	1	Checkpoint
8df6eb94-3a9f-401a-abf4-9291132d17cc	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.2.1	¿Por qué no pudo colectar un hisopo tipo Cary Blair?	NULL			muestraHecesHisopoCaryBlairNoRazon	206	10	4	1	Question
c36ef44c-6c9e-4f70-a092-a83076ec6e3a	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.2.2	Si la razón es "Otra"	NULL			NULL	206	11	4	1	Checkpoint
1cb7d9fe-a4ed-42aa-be3c-da40e646a4b9	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.2.2.1	Especifique la otra razón	NULL			muestraHecesHisopoCaryBlairNoRazonOtra_esp	206	12	5	1	Question
20997e9d-0c31-4061-85ca-04c5d83d74ac	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.3	Si colectó hisopo tipo Cary Blair	NULL			NULL	206	13	3	1	Checkpoint
7d1ced88-2ba9-4073-82dc-94df33581da5	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.3.1	¿Cuándo obtuvo el hisopo tipo Cary Blair?	NULL			muestraHecesHisopoCaryBlairFechaHora	206	14	4	1	Question
d331c3d6-9b6e-47c2-99d1-dc2ea94d2b36	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.3.2	¿Cómo obtuvó el hisopo Cary Blair?	NULL			muestraHecesHisopoCaryBlairTipo	206	15	4	1	Question
0650d387-723f-4b69-8a5a-33748b67875a	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.4	¿Colectó una muestra de heces entera?	NULL			muestraHecesEnteraColecta	206	16	3	1	Question
c87d19a1-a160-4b63-a143-2a614f41234a	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.5	Si NO colectó muestra de heces entera	NULL			NULL	206	17	3	1	Checkpoint
7e597a75-5030-49f1-bd8e-6690a495714d	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.5.1	¿Por qué no pudo colectar una muestra de heces entera?	NULL			muestraHecesEnteraNoRazon	206	18	4	1	Question
27d988cf-5117-47cc-9ac7-2fdb2b3c05fb	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.5.2	Si la razón es "Otra"	NULL			NULL	206	19	4	1	Checkpoint
6bc1aeca-8685-43b4-b280-67cc25e3846b	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.5.2.1	Especifique la otra razón	NULL			muestraHecesEnteraNoRazonOtra_Esp	206	20	5	1	Question
417ce78d-0663-4a74-9e5a-5c9c61fe056c	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.6	Si colectó muestra de heces entera	NULL			NULL	206	21	3	1	Checkpoint
dff4d706-a461-4310-8613-92bca3c41a43	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.6.1	¿Cuándo se obtuvo esta muestra entera?	NULL			muestraHecesEnteraFechaHora	206	22	4	1	Question
d708f171-c64d-4e53-b559-d18c3a2ba838	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.6.2	¿La muestra está líquida?	NULL			muestraHecesEnteraLiquida	206	23	4	1	Question
c7fcfbcc-34f4-4ff1-9219-9c09e48b39a8	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.6.3	¿La muestra tiene apariencia de agua de arroz?	NULL			muestraHecesEnteraAguaArroz	206	24	4	1	Question
d25d01ee-aa96-4ab8-a050-6b1a5375dea3	Centro de Salud	C5 Muestras	Muestras de ViCo	1.3.6.4	¿La muestra cubre el fondo del contedor plástico?	NULL			muestraHecesEnteraCubreFondo	206	25	4	1	Question
c5dde481-e519-45c4-a5c8-388ac5f17db4	Centro de Salud	C5 Muestras	Muestras de ViCo	2	Si es un paciente de Respiratorias	NULL			NULL	206	26	1	1	Checkpoint
a2c10ba9-8859-4b45-b490-ef1fb52ffe42	Centro de Salud	C5 Muestras	Muestras de ViCo	2.1	¿Colectó un hisopo nasofaríngeo (NF)?	NULL			muestraFroteNP	206	27	2	1	Question
b648345a-35dd-441a-89e8-18491985ded0	Centro de Salud	C5 Muestras	Muestras de ViCo	2.2	Si NO colectó muestra de Frote NF	NULL			NULL	206	28	2	1	Checkpoint
ee42993c-b7d8-4e55-8ba9-b2ac010ad000	Centro de Salud	C5 Muestras	Muestras de ViCo	2.2.1	¿Por qué no se tomo el hisopo NF?	NULL			muestraFroteNPNoRazon	206	29	3	1	Question
d51f798c-d534-4933-9f8e-380ae6d7c3ec	Centro de Salud	C5 Muestras	Muestras de ViCo	2.2.2	Si la razón es "Otra"	NULL			NULL	206	30	3	1	Checkpoint
b896fab5-c76e-4d14-b663-f581d02dc0df	Centro de Salud	C5 Muestras	Muestras de ViCo	2.2.2.1	Especifique la otra razón	NULL			muestraFroteNPNoRazonOtra_esp	206	31	4	1	Question
c4f982c0-64b6-4303-ac63-875b0aa46791	Centro de Salud	C5 Muestras	Muestras de ViCo	2.3	Si colectó muestra de Frote NF	NULL			NULL	206	32	2	1	Checkpoint
3c683135-8dd3-4f23-b48b-72a4801a5884	Centro de Salud	C5 Muestras	Muestras de ViCo	2.3.1	¿Cuándo tomó el hisopo NF?	NULL			muestraFroteNPFechaHora	206	33	3	1	Question
022e5365-4e50-4f82-8999-65cb8792ea85	Centro de Salud	C5 Muestras	Muestras de ViCo	2.3.2	Si elegibleETI_MSP es "Sí" y está en Santa Rosa	NULL			NULL	206	34	3	1	Checkpoint
67ce10c5-a36e-4c97-914b-aaf82ab58bd0	Centro de Salud	C5 Muestras	Muestras de ViCo	2.3.2.1	Este paciente es elegible para el estudio de Vigilancia de Influenza como un caso de IRAG.    Marque todas las etiquetas con marcador ROSADO.	NULL				206	35	4	1	Question
7c200535-ca67-4b42-b98c-93d7674649aa	Centro de Salud	C5 Muestras	Muestras de ViCo	3	Si es un paciente de Febril	NULL			NULL	206	36	1	1	Checkpoint
ea6a8372-0c1b-48c8-a8fe-b4b5937ef69e	Centro de Salud	C5 Muestras	Muestras de ViCo	3.1	¿Consiguió una muestra de sangre entera del paciente?	NULL			muestraSangreEnteraColecta	206	37	2	1	Question
1ba1a3f1-fb17-47b9-9898-827744d57cd8	Centro de Salud	C5 Muestras	Muestras de ViCo	3.2	Si colectó muestra de sangre entera	NULL			NULL	206	38	2	1	Checkpoint
4d5b99b2-5dec-4bbf-a470-854a4c6c0c92	Centro de Salud	C5 Muestras	Muestras de ViCo	3.2.1	¿Cuándo fue tomada la muestra de sangre entera?	NULL			muestraSangreEnteraFechaHora	206	39	3	1	Question
5aa6ebdb-be44-4e15-836b-beaa838ad8e4	Centro de Salud	C5 Muestras	Muestras de ViCo	3.3	Si NO consiguió muestra de sangre entera	NULL			NULL	206	40	2	1	Checkpoint
c3f5d281-e86f-415c-bfff-ffaf632c5580	Centro de Salud	C5 Muestras	Muestras de ViCo	3.3.1	¿Por qué no pudo conseguir una muestra de sangre entera?	NULL			muestraSangreEnteraColectaNoRazon	206	41	3	1	Question
3ad35076-de95-4046-9660-1c1883f9da5d	Centro de Salud	C5 Muestras	Muestras de ViCo	3.3.2	Si la razón es "Otra"	NULL			NULL	206	42	3	1	Checkpoint
7eb30cd5-8e01-4abd-b230-1ab854ee95e6	Centro de Salud	C5 Muestras	Muestras de ViCo	3.3.2.1	Especifique la otra razón	NULL			muestraSangreEnteraColectaNoRazonOtra_esp	206	43	4	1	Question
0cc19139-be0b-4a84-9df5-3ceed97ef95b	Centro de Salud	C5 Muestras	Muestras de ViCo	3.4	¿Consiguió garrapatas, piojos o pulgas del paciente?	NULL			muestraInsectosColecta	206	44	2	1	Question
c331fc35-c23d-4e96-b227-f573d5944d83	Centro de Salud	C5 Muestras	Muestras de ViCo	3.5	Si colectó muestra de insectos	NULL			NULL	206	45	2	1	Checkpoint
0acf1022-b151-45e3-a05a-34917a76c9e3	Centro de Salud	C5 Muestras	Muestras de ViCo	3.5.1	¿Qué tipo de insectos colectó?	NULL			muestraInsectoTipo	206	46	3	1	Question
e01cfa4c-6f55-47c1-8540-4beeba43a986	Centro de Salud	C5 Muestras	Muestras de ViCo	3.5.2	¿Cuántos insectos colectó?	NULL			muestraInsectosCantidad	206	47	3	1	Question
915688a9-f492-4d7b-bd60-c5bfc84ccfd3	Centro de Salud	C5 Muestras	Muestras de ViCo	4	Si colectamos una muestra	NULL			NULL	206	48	1	1	Checkpoint
eea51ce9-60b8-48ba-8ab5-1a131a1c9075	Centro de Salud	C5 Muestras	Muestras de ViCo	4.1	(A la enfermera) ¿El paciente ha firmado consentimiento escrito para conservar sus muestras para usarlas en proyectos futuros con nuevas pruebas y para buscar otras causas de estas enfermedades?	NULL			consentimientoGuardarMuestras	206	49	2	1	Question
540f7f03-c05e-475a-af42-080f8534c9b7	Centro de Salud	C2 Informe del Caso	L - Hx Común	1	Vómitos	NULL			hxC_Vomitos	317	1	1	1	Question
5433c899-50da-448a-ad1c-a71961d76377	Centro de Salud	C2 Informe del Caso	L - Hx Común	2	Si tiene vómitos	NULL			NULL	317	2	1	1	Checkpoint
b65db8a0-db7c-4592-84b0-8de7533a6aee	Centro de Salud	C2 Informe del Caso	L - Hx Común	2.1	Pregunte al paciente: "¿En su peor día, cuántas veces vomitó?"	NULL			hxC_VomitosVeces	317	3	2	1	Question
379f7b2b-e9fc-42d2-a2b8-3ba6f817cc25	Centro de Salud	C2 Informe del Caso	L - Hx Común	2.2	Pregunte al paciente: "¿De los últimos ocho dias cuántos dias tuvo vómitos?"	NULL			hxC_Vomitos8Dias	317	4	2	1	Question
38cb4607-d04a-400b-85d7-6eb7fa7e01d1	Centro de Salud	C2 Informe del Caso	L - Hx Común	2.3	Pregunte al paciente: "¿Actualmente tiene vómitos?"	NULL			hxC_VomitosActual	317	5	2	1	Question
bfb2524c-0753-423b-bd0d-a53e969193de	Centro de Salud	C2 Informe del Caso	L - Hx Común	3	Escalofríos	NULL			hxC_Escalofrios	317	6	1	1	Question
f5639dcd-adda-41fb-bbdc-3e57a960b1d4	Centro de Salud	C2 Informe del Caso	L - Hx Común	4	Si tiene escalofríos	NULL			NULL	317	7	1	1	Checkpoint
